user_id,username,email,account_id,balance,song_id,title,artist,genre,price
94130455-b282-4198-886c-f4b0661187a7,user_98,user_98@example.com,c0cfccce-2c7c-4e50-aaa7-3468cc9c07df,79.36,a2cef430-e340-4145-83aa-ec71598bbad9,Song 151,Artist 11,Pop,12.69
2e3e5798-4a9f-4268-a80d-3551a9e1843b,user_23,user_23@example.com,f03c5971-a27a-444b-bbed-1267ded77074,277.02,021195d0-8f33-4111-8bef-600df3ee5ce4,Song 160,Artist 0,Electronic,12.67
b2dfa26e-6c29-4b95-ab16-06e4ec35bc58,user_65,user_65@example.com,3b08562d-2ceb-475a-945e-f3bdda6289a1,464.15,75e7b0f8-217d-41d4-b277-6543e8f287a0,Song 57,Artist 17,Jazz,8.41
7f784d0e-64d7-493f-84a5-67324f644198,user_79,user_79@example.com,4c56935a-b7ed-4fb6-b7ac-5c8622bd8424,307.33,905e45fc-c321-499a-8c57-a7ea08522003,Song 172,Artist 12,Rock,14.19
0ff248ce-d66b-49ed-ba6f-87c1511aebd0,user_43,user_43@example.com,b17e9bd3-3a5a-494d-ad9c-2977548a3673,225.3,11a1551b-28e4-46b7-8fe7-a602db95fcff,Song 125,Artist 5,Electronic,2.36
e69559ef-f69e-4359-aa06-9912421e0367,user_37,user_37@example.com,7a1ae2d5-f921-4a66-ad0d-5f5577c6c6a8,154.47,d008a4d4-9517-4e47-9ef9-e698b4820bea,Song 183,Artist 3,Rock,12.49
3a1e163a-3555-4eda-800d-76157d3a9bef,user_9,user_9@example.com,462595d4-7790-4972-b6fd-ac5c33b10173,39.89,d5310e46-ef9c-4c7f-a386-c357155b968d,Song 47,Artist 7,Pop,15.58
5bf3e1c4-7ec7-447d-a89d-01f0d17d7a30,user_12,user_12@example.com,ca209542-e12d-475f-9824-13e551d8ea53,292.19,da874d7d-f63a-4977-9924-02994464140a,Song 79,Artist 19,Rock,10.11
f4500229-0662-4256-94ed-d1216b58fd5d,user_90,user_90@example.com,ff941cd0-9652-462f-a7db-2e8703632635,93.16,fbba427c-2986-409d-8251-c0d9b2d36880,Song 3,Artist 3,Rock,7.63
80f63cb3-118f-4132-bedf-c297efb250fe,user_42,user_42@example.com,dac6f077-eced-4b8c-9e33-10263030cff8,464.94,59d38e43-5586-4cbf-9c22-1bd04dc7e13e,Song 104,Artist 4,Pop,9.1
5bf3e1c4-7ec7-447d-a89d-01f0d17d7a30,user_12,user_12@example.com,ca209542-e12d-475f-9824-13e551d8ea53,292.19,bb6a3fed-01b7-488b-b4d6-b7712c698902,Song 59,Artist 19,Jazz,9.18
0f9edd76-f58a-4c84-88e5-435569c86618,user_69,user_69@example.com,cef3fdee-bed7-4371-b320-5dbc8089d643,46.23,e43be2f0-7105-40dc-b9db-2b803c12036b,Song 65,Artist 5,Rock,12.31
92ecce5a-294e-4658-941a-5f2d66661c50,user_77,user_77@example.com,05ac083a-a96b-4907-93fb-bd3f56eb2883,325.12,a8021cf8-1b9c-4fd8-8e3d-937b72566d53,Song 123,Artist 3,Electronic,15.98
01a8ad0c-6d5d-4054-8cca-7f66b82e15db,user_11,user_11@example.com,a1a967ae-174f-49bb-b751-4a70b77fb816,43.12,80bb3212-41f7-40b9-aa97-7986f3689350,Song 17,Artist 17,Jazz,3.25
a1a35823-5afd-47c5-bc4b-d0687905aff3,user_53,user_53@example.com,cd5f1f30-db3b-443c-ac4d-5280d096adec,287.32,75e7b0f8-217d-41d4-b277-6543e8f287a0,Song 57,Artist 17,Jazz,8.41
b2caa2a3-2738-4bd3-ad7a-d3f4c43083e9,user_82,user_82@example.com,0bf94a8c-e681-4b4b-93d4-9034371b59b8,136.15,d2df3f3f-0630-4197-aaa5-dc1b3159131a,Song 174,Artist 14,Pop,5.49
5bf3e1c4-7ec7-447d-a89d-01f0d17d7a30,user_12,user_12@example.com,ca209542-e12d-475f-9824-13e551d8ea53,292.19,03ced980-e5e3-4234-93a2-99529032b3f8,Song 97,Artist 17,Rock,15.18
119c0181-dfc4-46f5-8de2-7b1d6084c889,user_47,user_47@example.com,ab8a39b6-0bf1-428b-befd-f4b4dcc1e059,152.44,7fb5b1c1-187a-4275-a303-01c033a18916,Song 26,Artist 6,Jazz,8.88
b2dfa26e-6c29-4b95-ab16-06e4ec35bc58,user_65,user_65@example.com,3b08562d-2ceb-475a-945e-f3bdda6289a1,464.15,824d26f0-9e62-4b2c-af44-bdc2579a98d0,Song 51,Artist 11,Electronic,6.07
0ff248ce-d66b-49ed-ba6f-87c1511aebd0,user_43,user_43@example.com,b17e9bd3-3a5a-494d-ad9c-2977548a3673,225.3,f9f1bcea-b86a-48b2-a2dc-1caab7e9c9ff,Song 124,Artist 4,Jazz,7.76
bf3550da-3037-455a-88d6-4858704f911f,user_74,user_74@example.com,f0ecce89-f227-4939-a225-db072d14bbfe,356.04,f4a2d80a-432c-45ab-8699-086cdb325ca2,Song 198,Artist 18,Jazz,5.3
56f3d9d4-507c-41b8-8501-ce99bef2b23d,user_57,user_57@example.com,ebbf8bf1-d07f-4d79-8228-77062cc3cbf9,372.27,56c8bbdf-1c8e-49cf-b3e8-addc52a65cb1,Song 72,Artist 12,Electronic,1.15
f586cf8d-6307-4d83-9425-51d55a0b8e81,user_30,user_30@example.com,a002a909-6aa7-47e4-a9f0-f01d74a13df7,242.5,f5f5a4f5-b8fd-4382-9913-caa7f5b93b96,Song 179,Artist 19,Pop,14.61
1bdd7e34-bf5f-4df4-bcdc-d8cbdf3a75ba,user_92,user_92@example.com,e639fce7-399a-4bb8-a881-e1e943b84b64,29.28,021195d0-8f33-4111-8bef-600df3ee5ce4,Song 160,Artist 0,Electronic,12.67
01a8ad0c-6d5d-4054-8cca-7f66b82e15db,user_11,user_11@example.com,a1a967ae-174f-49bb-b751-4a70b77fb816,43.12,faaa1927-09aa-4be4-9f16-2ca20a08c32f,Song 170,Artist 10,Jazz,13.81
b43275b3-ea7a-4c0f-a925-f7d65ef34fd1,user_40,user_40@example.com,fe2344e4-0b31-4ac9-a975-fb9c7d9a749c,223.88,3aad537b-2156-4416-98f2-b9ee35c21da5,Song 29,Artist 9,Electronic,6.14
565e7418-ae61-4166-bd7d-563090559a76,user_49,user_49@example.com,d06480e8-7f5f-4078-b5f4-783ccd99ba5b,268.63,4a98fb4b-8b7f-4edc-b75d-2b83055ef836,Song 83,Artist 3,Rock,7.39
5d57ba56-8ad1-4748-ad7a-13d3572366ad,user_66,user_66@example.com,bb1197a8-37af-4217-91c2-b0e507303cae,226.56,b8be319f-5aa1-4501-8557-f75f8e89e3a7,Song 103,Artist 3,Pop,4.07
f4500229-0662-4256-94ed-d1216b58fd5d,user_90,user_90@example.com,ff941cd0-9652-462f-a7db-2e8703632635,93.16,1b1aada1-d566-45a2-bffa-9659bcd2cc8d,Song 178,Artist 18,Electronic,7.58
680305e9-e6cc-4a1b-acc7-dfc2263e95a1,user_94,user_94@example.com,4c9094b1-4038-4d69-beb2-ea23409434de,291.36,4a98fb4b-8b7f-4edc-b75d-2b83055ef836,Song 83,Artist 3,Rock,7.39
b43275b3-ea7a-4c0f-a925-f7d65ef34fd1,user_40,user_40@example.com,fe2344e4-0b31-4ac9-a975-fb9c7d9a749c,223.88,7fb5b1c1-187a-4275-a303-01c033a18916,Song 26,Artist 6,Jazz,8.88
e1a8c706-a088-4144-9c12-4151d9c0ae03,user_70,user_70@example.com,2c0ac1af-e8f3-44ee-ad71-4ca508b469fc,332.05,0957bb38-3e82-45dc-a1b7-2966baa5fd87,Song 88,Artist 8,Jazz,11.28
5dee0afa-0256-4d13-ad33-11232be7fe52,user_34,user_34@example.com,48feb919-0ccb-4e77-b42a-88f8f1f1c083,248.05,f4a2d80a-432c-45ab-8699-086cdb325ca2,Song 198,Artist 18,Jazz,5.3
1d4652d7-56bc-4e1e-9f7c-05cae40036c7,user_17,user_17@example.com,43e7dcdf-014e-4fa4-abda-1c08278244be,118.19,93d5f0cb-b16b-4bab-9fa4-9e0652b13cb2,Song 108,Artist 8,Jazz,9.32
0eb91322-2422-43f5-8578-efd06c74d26d,user_61,user_61@example.com,3f86983d-8a8f-45a5-b5f8-ba715968dca3,233.6,bed57808-062b-4508-b272-20f17727ded9,Song 187,Artist 7,Jazz,11.48
92ecce5a-294e-4658-941a-5f2d66661c50,user_77,user_77@example.com,05ac083a-a96b-4907-93fb-bd3f56eb2883,325.12,c5f1f553-cdc6-46ff-a1ff-21a0fb0323a1,Song 56,Artist 16,Jazz,14.01
b2caa2a3-2738-4bd3-ad7a-d3f4c43083e9,user_82,user_82@example.com,0bf94a8c-e681-4b4b-93d4-9034371b59b8,136.15,686a1146-eda8-41db-b6e8-63538ce6a8dd,Song 190,Artist 10,Jazz,11.19
a09eabfc-9d07-4966-9c8c-c85d55940402,user_78,user_78@example.com,cd147e46-196d-4e13-be9c-8bec98d8ca79,319.63,0c10e2de-2879-4cb0-b10c-8be77723e879,Song 100,Artist 0,Pop,10.93
2e94fc08-1c17-426c-9d8f-26ac3bf92686,user_5,user_5@example.com,8dbe1a1a-f62a-4f84-815a-b888cdfefd03,106.13,f8e82a40-4835-4896-af7a-d5aa3930e436,Song 145,Artist 5,Electronic,1.48
f276973f-fc54-4183-8842-dfaf0f3e204d,user_80,user_80@example.com,f43558a0-caca-4033-85c1-659a7982846c,66.53,6f63eed6-1912-4b12-9ca5-c8ab9ff172db,Song 93,Artist 13,Rock,5.06
3b748d0d-d688-490a-830e-91bc564720cf,user_64,user_64@example.com,ee5ac602-2cb1-44ac-88df-167fb35b680d,24.92,1f56df2f-980a-4de2-baae-543fc09f95ab,Song 14,Artist 14,Jazz,9.63
8f9d061c-a48e-4f8f-9650-5413126faba8,user_96,user_96@example.com,88d40f4f-03e4-410c-a4ac-6e4e705d6314,386.76,1b07c1f2-4983-4f91-b122-0a176a8d7e65,Song 191,Artist 11,Jazz,12.25
6edec490-38c7-4d77-8a98-6cbed129fbef,user_35,user_35@example.com,2df63195-68b5-4dcf-aaf3-ee98d581079f,69.31,51756dbc-07c3-4d4e-b4cf-ed8046ee663e,Song 22,Artist 2,Jazz,4.75
1b6a1211-7f26-43bf-b974-5e882d677bc2,user_14,user_14@example.com,87a3a573-aa19-449e-9caa-0e2868423b92,23.32,51756dbc-07c3-4d4e-b4cf-ed8046ee663e,Song 22,Artist 2,Jazz,4.75
95f916ee-dc1b-4a47-bef6-4ec87b98142f,user_19,user_19@example.com,bc55c0b2-849b-4482-8863-c46a733b1030,26.52,e3a23c4c-7fac-4175-bda6-b2cc6acdd5f7,Song 110,Artist 10,Electronic,11.08
e873700b-99ea-4952-aa01-20c5a8a19575,user_21,user_21@example.com,dd0f6eb4-e743-4c04-80ee-611c3bd3f0ee,197.37,d2bcda26-62c2-47aa-a840-fae944bf7087,Song 102,Artist 2,Jazz,14.09
a09eabfc-9d07-4966-9c8c-c85d55940402,user_78,user_78@example.com,cd147e46-196d-4e13-be9c-8bec98d8ca79,319.63,1b07c1f2-4983-4f91-b122-0a176a8d7e65,Song 191,Artist 11,Jazz,12.25
f4500229-0662-4256-94ed-d1216b58fd5d,user_90,user_90@example.com,ff941cd0-9652-462f-a7db-2e8703632635,93.16,0415de07-c574-48d3-97f3-4a65e9084e97,Song 118,Artist 18,Rock,12.31
bd9cb0a6-2dbe-48fd-99e5-36c168b28898,user_56,user_56@example.com,33a8361f-3c4c-4ab9-9a52-de5d7567fb4c,496.35,90c0ef12-0aa1-464c-abf6-c0b7c5fbe970,Song 49,Artist 9,Pop,12.35
e1a27ee5-4393-4d9d-89bb-7d242c4d0361,user_7,user_7@example.com,2b9dae43-66cb-4116-9680-a6933ecc7bff,127.39,84d97b51-38bf-4e5f-8910-a88b7019151e,Song 7,Artist 7,Electronic,2.62
9a9c256e-763a-4857-8e59-b7b873ee0c31,user_32,user_32@example.com,cc8f1503-a607-4593-9978-c135fd5a97b3,256.94,849ad17e-7936-4c00-a96a-b6621f181938,Song 188,Artist 8,Electronic,13.32
6eeaf898-3bf6-4184-9836-88c1d3da5a1a,user_85,user_85@example.com,7d69b436-eb13-4662-b17f-c79ff8326d99,209.07,726fd9dc-e442-414b-a0ab-6db5592c6a46,Song 181,Artist 1,Jazz,4.19
5bf3e1c4-7ec7-447d-a89d-01f0d17d7a30,user_12,user_12@example.com,ca209542-e12d-475f-9824-13e551d8ea53,292.19,bb6a3fed-01b7-488b-b4d6-b7712c698902,Song 59,Artist 19,Jazz,9.18
6eeaf898-3bf6-4184-9836-88c1d3da5a1a,user_85,user_85@example.com,7d69b436-eb13-4662-b17f-c79ff8326d99,209.07,b78fb09b-2a3c-465f-8998-dea97e9f926e,Song 182,Artist 2,Electronic,14.4
bdd9bd5d-5ac5-4465-a49c-acd8281c0407,user_59,user_59@example.com,99849c90-5f2a-42fc-b268-128e3c17bc66,30.39,3aad537b-2156-4416-98f2-b9ee35c21da5,Song 29,Artist 9,Electronic,6.14
8f9d061c-a48e-4f8f-9650-5413126faba8,user_96,user_96@example.com,88d40f4f-03e4-410c-a4ac-6e4e705d6314,386.76,658f0a0c-c2d3-4c4a-bfe4-d194ac454474,Song 69,Artist 9,Electronic,10.77
00070552-838d-47f5-ad7d-d6678d769d2f,user_72,user_72@example.com,ef3eb137-c64d-4c22-906a-4ce316ad4fe6,83.24,4e85de8c-e1e6-41fe-ba7f-c4d604402089,Song 70,Artist 10,Pop,8.17
a5e4b011-d948-490b-9e66-d8b7c5c0814f,user_16,user_16@example.com,36709bba-58d5-45eb-8e26-ba1ca03e9b18,325.64,826cfc93-bcd5-404a-91fe-bdb7891c400a,Song 115,Artist 15,Jazz,15.58
0eb91322-2422-43f5-8578-efd06c74d26d,user_61,user_61@example.com,3f86983d-8a8f-45a5-b5f8-ba715968dca3,233.6,f9859796-6a11-4c17-9586-a9218036194a,Song 99,Artist 19,Pop,14.75
1420279d-39e6-45d8-9055-abbff3d67f64,user_45,user_45@example.com,dd486e82-75ac-4279-9c57-8147b0d9779a,114.04,05d87baa-02d6-47df-b2c4-c7ccc61440ae,Song 43,Artist 3,Rock,6.72
565e7418-ae61-4166-bd7d-563090559a76,user_49,user_49@example.com,d06480e8-7f5f-4078-b5f4-783ccd99ba5b,268.63,f1342b17-ccac-4b83-bfa1-53af78a6686a,Song 86,Artist 6,Electronic,4.22
fe65e5ff-2e1d-4eac-9626-0dc68a7ad3e5,user_62,user_62@example.com,d44d3d99-b725-4b52-8c04-89159c40000c,118.14,fb1ffb0a-56e8-4f0e-a10a-6682bf51efe8,Song 73,Artist 13,Jazz,12.41
9a9c256e-763a-4857-8e59-b7b873ee0c31,user_32,user_32@example.com,cc8f1503-a607-4593-9978-c135fd5a97b3,256.94,51756dbc-07c3-4d4e-b4cf-ed8046ee663e,Song 22,Artist 2,Jazz,4.75
b43275b3-ea7a-4c0f-a925-f7d65ef34fd1,user_40,user_40@example.com,fe2344e4-0b31-4ac9-a975-fb9c7d9a749c,223.88,aba28d96-dd74-48d4-a33e-9c9cc12b9617,Song 164,Artist 4,Rock,9.29
61efbd43-89e0-4307-9ee3-4ccae1d53855,user_39,user_39@example.com,a1600e8b-be01-4ec8-900e-fed87666aa55,233.94,79f01903-125e-4890-bd2e-149c45de7ceb,Song 71,Artist 11,Electronic,15.31
794e4561-728c-4b88-b620-3bc7c25b8825,user_44,user_44@example.com,a960f908-664c-4a7b-a6da-338aca386569,407.69,9b1f4c7e-40dc-41ca-899c-5775be4112fd,Song 78,Artist 18,Rock,6.3
c6c4c519-1969-4236-bc9e-475077da8efa,user_71,user_71@example.com,49711198-6cb0-430e-84fc-28c60283f1d0,273.47,faaa1927-09aa-4be4-9f16-2ca20a08c32f,Song 170,Artist 10,Jazz,13.81
3b748d0d-d688-490a-830e-91bc564720cf,user_64,user_64@example.com,ee5ac602-2cb1-44ac-88df-167fb35b680d,24.92,355ff1da-1c6d-4d48-81bf-5dbf59d1ca16,Song 24,Artist 4,Electronic,15.2
92ecce5a-294e-4658-941a-5f2d66661c50,user_77,user_77@example.com,05ac083a-a96b-4907-93fb-bd3f56eb2883,325.12,45c118fb-8fc1-466d-acbd-b16cc36502aa,Song 122,Artist 2,Rock,2.57
aa44286a-184d-4ee3-a2c8-907bf503c2ef,user_68,user_68@example.com,7d06a94b-b30c-4133-b6ea-e638f9e48df2,33.15,11a1551b-28e4-46b7-8fe7-a602db95fcff,Song 125,Artist 5,Electronic,2.36
f94b651f-224a-460d-937c-1cc4a4932a49,user_27,user_27@example.com,532f49fb-b369-4208-b8ec-15602ca0857a,233.26,2713e750-0b98-46f1-8a74-4779defed9f0,Song 141,Artist 1,Pop,2.3
72d56456-abea-4447-a7be-0af2a6fffab3,user_88,user_88@example.com,3a4129b3-31f2-4833-95ad-0d2fa6878a42,301.95,b8be319f-5aa1-4501-8557-f75f8e89e3a7,Song 103,Artist 3,Pop,4.07
1d080570-497d-477c-a56f-9d9c89cf9898,user_50,user_50@example.com,76cca7a9-47db-4079-ad22-6a077ed605e6,262.65,ca7494c0-994c-44f4-9e13-1b1e87b284cc,Song 20,Artist 0,Pop,8.92
1420279d-39e6-45d8-9055-abbff3d67f64,user_45,user_45@example.com,dd486e82-75ac-4279-9c57-8147b0d9779a,114.04,bed57808-062b-4508-b272-20f17727ded9,Song 187,Artist 7,Jazz,11.48
27dd5e02-85b9-4b44-8470-c68bdf69caf7,user_52,user_52@example.com,0912f14a-1a80-4389-95a4-d11d7dafb5bc,451.98,3a330ae4-bf07-4437-ac9b-ee9d75c4b6a9,Song 58,Artist 18,Pop,10.05
38e8ce19-a27f-420f-9ea1-f785beead92d,user_58,user_58@example.com,be9c70c0-37af-4e55-8b7f-8f1895c2cef4,413.37,7fb5b1c1-187a-4275-a303-01c033a18916,Song 26,Artist 6,Jazz,8.88
52654a62-f5ca-42fd-a87a-9647d0218bed,user_20,user_20@example.com,035458b7-4b2d-43a2-b530-a4a410918dc3,380.56,a0203e1f-951a-4377-abe9-02fbffb870f5,Song 129,Artist 9,Jazz,4.47
bf3550da-3037-455a-88d6-4858704f911f,user_74,user_74@example.com,f0ecce89-f227-4939-a225-db072d14bbfe,356.04,531f93da-927c-4722-97ef-d018bd9cacbb,Song 35,Artist 15,Jazz,10.74
0f9edd76-f58a-4c84-88e5-435569c86618,user_69,user_69@example.com,cef3fdee-bed7-4371-b320-5dbc8089d643,46.23,a3a1b31c-048b-4678-8ede-009eb4a43221,Song 162,Artist 2,Pop,12.39
5d57ba56-8ad1-4748-ad7a-13d3572366ad,user_66,user_66@example.com,bb1197a8-37af-4217-91c2-b0e507303cae,226.56,fd1cffde-8ab8-4b17-a5d9-6d43fce0219f,Song 150,Artist 10,Electronic,9.59
5bab74e5-0d38-425a-82d6-bfdbf2b83e44,user_55,user_55@example.com,82db2c34-7fbe-4f2a-9892-40fc8b9ace6a,460.23,dbe539be-4d2f-4fdf-93c1-61c508e22d2a,Song 91,Artist 11,Jazz,13.91
1d4652d7-56bc-4e1e-9f7c-05cae40036c7,user_17,user_17@example.com,43e7dcdf-014e-4fa4-abda-1c08278244be,118.19,3a330ae4-bf07-4437-ac9b-ee9d75c4b6a9,Song 58,Artist 18,Pop,10.05
0c90a684-2529-4681-b188-d200225d69a1,user_13,user_13@example.com,4d42b0dd-fb63-48a5-b0a0-0064dd6a57b8,291.09,d5310e46-ef9c-4c7f-a386-c357155b968d,Song 47,Artist 7,Pop,15.58
71a9498f-f7f3-4d87-9a10-5e1836e3cd76,user_33,user_33@example.com,9453a219-e89f-4691-927e-9f9ec66bc6e4,402.46,0ef4e954-221d-4c48-9da7-53bc241d9501,Song 1,Artist 1,Pop,10.56
bacc9f5d-9ab2-4722-a7d9-823e849017f5,user_0,user_0@example.com,4d3e8692-0cff-40cc-81ed-8cf9e2cc3327,235.76,7139f0eb-4746-4410-9e99-a5bd027734ff,Song 10,Artist 10,Jazz,10.85
6edec490-38c7-4d77-8a98-6cbed129fbef,user_35,user_35@example.com,2df63195-68b5-4dcf-aaf3-ee98d581079f,69.31,61223d09-0270-4ce8-abc4-72b001ec9201,Song 63,Artist 3,Electronic,14.14
52654a62-f5ca-42fd-a87a-9647d0218bed,user_20,user_20@example.com,035458b7-4b2d-43a2-b530-a4a410918dc3,380.56,beef5e34-e58b-4611-bdee-b0c1552c5c7a,Song 11,Artist 11,Pop,3.75
94130455-b282-4198-886c-f4b0661187a7,user_98,user_98@example.com,c0cfccce-2c7c-4e50-aaa7-3468cc9c07df,79.36,f4a2d80a-432c-45ab-8699-086cdb325ca2,Song 198,Artist 18,Jazz,5.3
0ff248ce-d66b-49ed-ba6f-87c1511aebd0,user_43,user_43@example.com,b17e9bd3-3a5a-494d-ad9c-2977548a3673,225.3,e3a23c4c-7fac-4175-bda6-b2cc6acdd5f7,Song 110,Artist 10,Electronic,11.08
4f428b57-c938-4983-8574-12b25e4ce0ee,user_2,user_2@example.com,dc3bb6cd-2c8d-4029-b977-f4fea4e1cda1,178.58,a27bfe83-85d8-4213-b523-49828df21dff,Song 105,Artist 5,Rock,1.35
bdd9bd5d-5ac5-4465-a49c-acd8281c0407,user_59,user_59@example.com,99849c90-5f2a-42fc-b268-128e3c17bc66,30.39,f8e82a40-4835-4896-af7a-d5aa3930e436,Song 145,Artist 5,Electronic,1.48
14dbf60c-dd8f-4520-aa50-a9e0459034de,user_97,user_97@example.com,c1c89f2b-dd63-4194-a0d7-8bd8052c0ae2,126.45,bed57808-062b-4508-b272-20f17727ded9,Song 187,Artist 7,Jazz,11.48
c8a15071-e9c7-4c5e-b0b8-4feefa2b3de0,user_95,user_95@example.com,93337843-0af6-4511-903d-2b4edfb98c7c,497.18,66efb4df-0b10-4f5a-815e-3b8e56073330,Song 41,Artist 1,Rock,14.58
b67da619-e4bc-42cd-8bf4-d9ded6729158,user_81,user_81@example.com,275c0c72-aefb-416c-b197-df3421eb2d7d,436.49,19c6f33b-c111-4547-8f88-32e5560fc120,Song 98,Artist 18,Pop,12.82
b0790ad0-1c94-4110-a7b4-60454fac2c80,user_28,user_28@example.com,3a6fec52-c353-42b6-bf38-b99c0b80b151,496.18,2c56670a-1e03-4b82-8f39-f736fb42db28,Song 80,Artist 0,Rock,1.01
a1a35823-5afd-47c5-bc4b-d0687905aff3,user_53,user_53@example.com,cd5f1f30-db3b-443c-ac4d-5280d096adec,287.32,483db1a8-e96c-49c3-8a84-ef8e1e0a1ebd,Song 48,Artist 8,Pop,5.47
61efbd43-89e0-4307-9ee3-4ccae1d53855,user_39,user_39@example.com,a1600e8b-be01-4ec8-900e-fed87666aa55,233.94,bd1494a7-6adc-4372-9d65-df8465637d05,Song 36,Artist 16,Rock,2.07
1d080570-497d-477c-a56f-9d9c89cf9898,user_50,user_50@example.com,76cca7a9-47db-4079-ad22-6a077ed605e6,262.65,e6777b42-9715-4f0b-ad9b-597b88699f1f,Song 137,Artist 17,Jazz,12.03
bacc9f5d-9ab2-4722-a7d9-823e849017f5,user_0,user_0@example.com,4d3e8692-0cff-40cc-81ed-8cf9e2cc3327,235.76,0957bb38-3e82-45dc-a1b7-2966baa5fd87,Song 88,Artist 8,Jazz,11.28
a722aafe-8a59-416e-984f-aa2a773ba32d,user_38,user_38@example.com,3d5929b9-230d-498c-a1aa-f22860bfc542,298.62,18655abc-d7af-4bc4-94ba-8402f1c748ca,Song 25,Artist 5,Jazz,7.84
a09eabfc-9d07-4966-9c8c-c85d55940402,user_78,user_78@example.com,cd147e46-196d-4e13-be9c-8bec98d8ca79,319.63,4558dc83-f1f7-4dfe-8b9a-cd10c55be3ca,Song 38,Artist 18,Electronic,11.87
a09eabfc-9d07-4966-9c8c-c85d55940402,user_78,user_78@example.com,cd147e46-196d-4e13-be9c-8bec98d8ca79,319.63,3aad537b-2156-4416-98f2-b9ee35c21da5,Song 29,Artist 9,Electronic,6.14
f94b651f-224a-460d-937c-1cc4a4932a49,user_27,user_27@example.com,532f49fb-b369-4208-b8ec-15602ca0857a,233.26,ab9f9eec-9cb6-4ab3-a5ad-bb74a7ef1bfc,Song 112,Artist 12,Jazz,14.57
b2caa2a3-2738-4bd3-ad7a-d3f4c43083e9,user_82,user_82@example.com,0bf94a8c-e681-4b4b-93d4-9034371b59b8,136.15,ddd96dac-f15b-4bb1-b590-e48085f87f62,Song 62,Artist 2,Electronic,11.85
72d56456-abea-4447-a7be-0af2a6fffab3,user_88,user_88@example.com,3a4129b3-31f2-4833-95ad-0d2fa6878a42,301.95,6f63eed6-1912-4b12-9ca5-c8ab9ff172db,Song 93,Artist 13,Rock,5.06
f4500229-0662-4256-94ed-d1216b58fd5d,user_90,user_90@example.com,ff941cd0-9652-462f-a7db-2e8703632635,93.16,9045a7c4-008e-4884-92a5-f1d8d9ff4e77,Song 197,Artist 17,Electronic,2.93
52654a62-f5ca-42fd-a87a-9647d0218bed,user_20,user_20@example.com,035458b7-4b2d-43a2-b530-a4a410918dc3,380.56,d8593cb7-91d4-4d1c-a022-26c7b8eb1ada,Song 52,Artist 12,Electronic,4.46
6cc2b853-4faf-4b65-ab01-fe9fdef8221b,user_22,user_22@example.com,0f67f8aa-cd6d-4ede-8c1d-3aed01c3876f,354.35,3a330ae4-bf07-4437-ac9b-ee9d75c4b6a9,Song 58,Artist 18,Pop,10.05
f239555d-3c3f-40a1-89e9-182b95deb061,user_4,user_4@example.com,9e643a42-e55f-41ca-931d-31a1e85fdc0e,319.28,0879e5a1-14a2-4a50-a7c6-fab796d48e7b,Song 154,Artist 14,Pop,15.48
